Laptop,TypeName,Inches,ScreenResolution,CPU_Company,CPU_Type,CPU_Frequency (GHz),RAM (GB),Memory,GPU_Company,GPU_Type,OpSys,Weight (kg)
207,3,17.3,3,1,62,2.7,8,10,0,97,2,2.8
449,4,14.0,3,1,66,2.8,8,16,3,13,5,2.0
82,3,15.6,3,1,62,2.7,8,16,3,22,5,2.3
227,3,15.6,3,1,46,2.5,8,4,2,52,5,1.9
148,3,15.6,0,1,87,1.1,4,10,2,43,5,2.0
316,0,13.3,3,1,64,2.8,8,16,2,52,5,1.3
197,3,13.3,3,1,41,2.3,8,10,2,46,5,1.6
391,3,15.6,3,1,36,2.0,4,10,2,46,4,2.2
437,3,15.6,3,1,46,2.5,8,10,2,52,5,2.3
314,3,15.6,3,1,48,2.6,8,16,0,99,5,1.8
585,3,13.3,3,1,46,2.5,4,4,2,52,5,1.0
429,1,15.6,3,1,47,2.5,8,10,3,14,4,2.5
249,4,13.3,13,1,65,2.5,16,29,2,56,5,1.3
358,3,15.6,3,1,41,2.3,4,26,2,46,5,2.1
595,4,13.3,0,1,41,2.3,8,16,2,46,5,1.2
455,0,13.3,3,1,62,2.7,8,16,2,52,5,1.4
50,3,14.0,3,1,46,2.5,8,16,2,52,5,1.6
238,5,15.6,3,1,66,2.8,8,10,3,69,5,2.2
441,3,15.6,0,1,46,2.5,4,26,2,52,5,2.4
391,3,15.6,3,1,36,2.0,4,10,0,91,4,2.2
603,3,15.6,3,1,62,2.7,8,16,2,52,5,2.0
456,3,13.3,3,1,38,2.4,4,9,2,52,5,1.4
577,4,15.0,3,1,62,2.7,16,16,3,11,5,1.2
229,4,12.5,3,1,64,2.8,8,16,2,52,5,1.6
150,3,15.6,0,1,87,1.1,4,10,2,43,2,2.0
619,4,13.3,3,1,41,2.3,8,16,3,11,5,1.3
248,3,15.6,3,1,46,2.5,4,5,3,11,5,2.2
351,3,15.6,3,1,46,2.5,4,16,2,52,5,2.0
316,0,13.3,3,1,46,2.5,4,16,2,52,5,1.3
348,0,15.6,0,1,46,2.5,4,26,2,52,5,2.3
134,3,14.1,0,1,22,1.1,4,23,2,42,5,1.6
411,3,15.6,3,1,55,2.5,8,10,3,11,5,2.2
194,3,15.6,0,1,86,1.6,4,26,2,39,5,2.2
316,0,13.3,3,1,46,2.5,4,16,2,52,5,1.3
244,3,15.6,0,1,36,2.0,4,10,0,90,2,2.2
121,1,17.3,3,1,47,2.5,12,5,3,14,5,2.2
30,2,11.6,0,1,21,1.6,4,23,2,40,1,1.2
392,3,17.3,2,0,5,2.2,4,26,0,81,5,2.8
360,3,14.0,3,1,46,2.5,4,4,2,52,5,2.0
328,0,13.3,13,1,62,2.7,16,16,2,52,5,1.4
577,4,15.0,3,1,62,2.7,8,16,2,52,5,1.2
450,4,14.0,3,1,46,2.5,8,16,2,52,5,1.3
552,1,17.3,14,1,58,2.6,16,33,3,18,5,2.4
584,3,13.3,3,1,46,2.5,8,16,2,52,5,1.0
212,1,15.6,3,1,66,2.8,8,10,3,17,2,2.6
351,3,15.6,3,1,62,2.7,8,10,3,9,5,2.0
244,3,15.6,0,1,36,2.0,4,10,0,90,5,2.2
227,3,15.6,3,1,48,2.6,8,26,2,52,5,1.9
249,0,13.3,13,1,69,1.3,8,29,2,51,5,1.2
79,1,17.3,3,1,59,2.7,32,19,3,32,5,3.6
249,0,13.3,3,1,69,1.3,16,16,2,51,5,1.2
453,4,14.0,3,1,62,2.7,8,15,2,52,5,1.1
452,3,15.6,3,1,46,2.5,8,29,2,52,5,2.0
379,4,15.6,3,1,62,2.7,16,29,2,52,5,1.1
318,2,12.5,3,1,62,2.7,8,29,2,52,5,1.3
33,3,15.6,3,1,18,1.5,4,7,2,39,1,2.2
418,3,15.6,3,1,43,2.3,8,5,3,28,5,2.6
378,4,14.0,3,1,62,2.7,8,29,2,52,5,1.0
225,3,14.0,3,1,49,2.8,8,16,2,52,5,1.6
321,4,12.5,14,1,29,1.2,8,14,2,45,5,1.1
410,3,15.6,3,1,62,2.7,6,16,3,11,5,2.2
351,3,15.6,3,1,62,2.7,8,16,3,9,5,2.0
14,3,15.6,3,1,38,2.4,4,10,2,52,5,2.4
434,3,13.3,3,1,46,2.5,4,4,2,52,5,1.4
356,3,13.3,3,1,46,2.5,8,16,2,52,5,1.5
524,1,17.3,3,1,66,2.8,16,18,3,15,5,2.7
212,1,15.6,3,1,66,2.8,16,5,3,15,5,2.6
530,1,15.6,3,1,47,2.5,8,5,3,14,5,2.2
244,3,15.6,0,1,46,2.5,4,10,0,89,5,2.2
314,4,15.6,3,1,55,2.5,8,16,0,95,5,1.8
324,4,13.3,13,1,62,2.7,8,16,2,52,5,1.4
612,3,15.6,3,1,57,2.6,16,16,3,8,5,2.4
455,0,13.3,3,1,46,2.5,8,29,2,52,5,1.4
223,3,15.6,0,1,41,2.3,4,26,2,46,5,2.0
474,4,12.5,3,1,62,2.7,8,16,2,52,5,1.4
361,3,15.6,3,1,41,2.3,8,16,2,46,5,2.3
244,3,15.6,0,1,46,2.5,4,10,2,52,5,2.2
353,3,14.0,0,1,41,2.3,4,26,2,46,5,2.0
401,3,15.6,0,1,87,1.1,4,10,2,43,5,2.2
312,4,12.5,3,1,41,2.3,4,26,2,46,5,1.3
304,3,15.6,0,1,21,1.6,4,10,2,40,4,1.9
514,0,13.3,13,1,56,2.2,16,12,2,54,5,1.3
608,3,14.0,3,1,41,2.3,4,4,2,46,5,1.5
312,2,12.5,3,1,41,2.3,8,16,2,46,5,1.3
244,3,15.6,0,1,36,2.0,4,10,2,46,5,2.2
538,1,15.6,3,1,66,2.8,8,5,3,14,5,2.2
231,4,14.0,3,1,46,2.5,8,16,2,52,5,1.4
190,1,17.3,9,1,59,2.7,16,31,3,21,5,4.4
335,1,17.3,3,1,43,2.3,8,5,3,29,5,2.8
166,3,17.3,2,1,86,1.6,4,10,3,7,5,2.8
54,3,15.6,0,1,46,2.5,4,26,2,52,5,2.2
600,3,15.6,0,1,41,2.3,8,16,2,46,5,2.2
510,0,11.3,3,1,35,1.2,8,16,2,45,5,1.1
417,1,15.6,3,0,80,2.1,16,31,0,100,5,2.5
229,4,12.5,3,1,46,2.5,8,16,2,39,5,1.4
396,3,15.6,3,1,62,2.7,8,10,3,7,4,2.2
218,3,17.3,2,1,36,2.0,4,10,0,97,5,2.4
28,3,14.0,0,1,21,1.6,4,23,2,40,1,1.7
374,5,15.6,3,1,60,2.7,8,38,3,61,5,2.0
231,4,14.0,3,1,64,2.8,8,16,2,52,5,1.4
592,3,13.3,3,1,41,2.3,8,16,2,46,7,1.2
61,0,12.5,3,1,32,1.2,8,35,2,45,1,1.2
464,4,14.0,3,1,57,2.6,8,16,2,46,5,1.7
190,1,17.3,14,1,66,2.8,16,31,3,19,5,4.4
249,0,13.3,3,1,51,1.2,8,16,2,51,5,1.2
355,0,11.6,0,1,87,1.1,4,16,2,43,5,1.4
249,4,13.3,13,1,55,2.5,8,16,2,46,5,1.3
31,0,11.6,0,1,21,1.6,4,23,2,40,1,1.2
590,3,13.3,3,1,44,2.4,8,16,2,46,5,1.2
454,4,12.5,3,1,48,2.6,8,16,2,52,5,1.4
22,3,15.6,3,1,46,2.5,12,5,3,25,5,2.4
580,4,12.5,3,1,62,2.7,8,29,2,52,5,1.1
351,3,15.6,0,1,46,2.5,8,10,3,9,5,2.0
195,3,15.6,0,1,36,2.0,4,10,0,91,2,2.2
227,3,15.6,0,1,46,2.5,4,26,2,52,5,1.9
351,3,15.6,3,1,38,2.4,4,26,2,52,5,2.0
190,1,17.3,3,1,66,2.8,32,18,3,19,5,4.4
396,3,15.6,3,1,46,2.5,6,16,3,7,5,2.4
249,0,13.3,13,1,69,1.3,16,29,2,51,5,1.2
236,4,14.0,9,1,57,2.6,8,16,2,46,5,1.5
190,1,17.3,3,1,58,2.6,32,18,3,19,5,4.4
597,3,14.0,3,1,41,2.3,8,16,2,46,5,2.0
124,1,17.3,3,1,66,2.8,16,18,3,18,5,2.7
358,3,15.6,3,1,46,2.7,8,5,3,9,5,2.0
446,3,14.0,0,1,41,2.3,4,27,2,46,7,1.7
92,0,15.6,14,1,62,2.7,16,33,3,25,5,2.3
280,3,15.6,0,1,62,2.7,6,10,2,52,5,2.0
122,1,17.3,3,1,66,2.8,16,18,3,15,5,3.0
215,0,15.6,3,1,62,2.7,12,29,2,52,5,2.2
591,3,13.3,3,1,41,2.3,4,4,2,46,7,1.2
399,3,15.6,3,0,4,3.6,6,16,0,74,5,2.2
251,3,15.6,0,1,41,2.3,4,16,2,46,5,2.3
599,3,14.0,0,1,41,2.3,4,26,2,46,5,1.8
195,3,15.6,0,1,46,2.5,4,26,0,91,5,2.2
358,3,15.6,3,1,46,2.5,8,10,2,52,5,2.0
429,1,15.6,3,1,66,2.8,8,5,3,18,5,2.5
201,3,15.6,0,1,62,2.7,8,10,0,97,5,2.4
225,3,14.0,3,1,46,2.5,8,4,2,52,5,1.6
315,2,12.5,3,1,29,1.2,8,29,2,45,5,1.0
271,3,15.6,3,1,36,2.0,4,5,0,73,5,2.1
476,3,15.6,0,1,22,1.1,4,4,2,42,4,1.9
451,3,15.6,3,1,41,2.3,8,16,2,46,5,2.3
199,0,13.3,3,1,46,2.5,8,16,2,52,5,1.7
171,3,13.3,13,1,46,2.5,8,16,2,52,5,1.4
363,4,13.3,3,1,62,2.7,8,16,2,52,5,1.1
19,3,15.6,0,1,87,1.1,4,26,2,43,5,2.4
113,1,15.6,3,1,66,2.8,16,18,3,15,5,2.5
313,4,14.0,3,1,62,2.7,8,29,2,52,5,1.5
38,1,15.6,3,1,66,2.8,8,5,3,14,5,2.7
309,3,13.3,3,1,46,2.5,8,16,2,52,5,1.3
244,3,15.6,0,1,38,2.4,4,4,2,52,5,2.2
357,3,14.0,0,1,46,2.5,4,26,2,52,5,1.6
586,3,13.3,3,1,41,2.3,4,4,2,46,5,1.2
313,3,14.0,0,1,44,2.4,4,16,2,46,5,1.5
353,3,14.0,3,1,46,2.5,4,16,2,52,5,2.0
311,4,14.0,3,1,57,2.6,8,16,2,46,7,1.4
350,3,14.0,3,1,46,2.5,8,16,3,9,5,1.6
357,3,14.0,0,1,38,2.4,4,26,2,52,5,1.6
212,1,15.6,3,1,47,2.5,8,1,3,14,5,2.6
312,4,12.5,3,1,46,2.5,4,26,2,52,5,1.3
319,3,14.0,3,1,46,2.5,4,16,2,52,5,1.5
313,4,14.0,3,1,55,2.5,8,16,2,46,5,1.5
356,3,13.3,0,1,38,2.4,4,26,2,52,5,1.5
579,3,13.3,0,1,41,2.3,8,16,2,46,5,1.5
351,3,15.6,0,1,38,2.4,4,16,2,52,5,2.0
445,3,17.3,14,1,60,2.7,16,29,3,60,7,2.4
609,3,14.0,3,1,41,2.3,8,16,2,46,5,1.5
311,3,14.0,3,1,55,2.5,8,16,2,46,5,1.4
202,0,15.6,3,1,37,2.3,4,10,2,46,5,2.1
594,4,13.3,3,1,41,2.3,8,16,2,46,5,1.2
362,3,13.3,3,1,46,2.5,8,16,2,52,5,1.1
350,3,14.0,3,1,62,2.7,8,16,3,9,5,1.6
234,3,15.6,3,1,44,2.4,8,26,2,46,5,2.1
318,4,12.5,0,1,46,2.5,4,16,2,52,5,1.3
354,3,14.0,0,1,46,2.5,4,26,2,52,5,2.3
353,3,14.0,0,1,46,2.5,4,26,2,52,5,2.0
249,4,13.3,13,1,46,2.5,8,16,2,52,5,1.3
359,3,17.3,3,1,46,2.5,8,16,3,9,5,2.6
350,3,14.0,0,1,46,2.5,4,16,2,52,5,1.6
2,3,15.6,0,0,11,3.0,6,10,0,84,5,2.1
533,1,17.3,3,1,66,2.8,8,5,3,14,5,2.7
360,3,14.0,3,1,41,2.3,8,16,2,46,7,2.0
314,3,15.6,3,1,55,2.5,8,16,2,46,5,1.8
312,4,12.5,3,1,55,2.5,8,16,2,46,5,1.3
351,3,15.6,0,1,46,2.5,4,26,2,52,5,2.0
610,4,14.0,3,1,57,2.6,8,16,2,46,5,1.5
234,3,15.6,3,1,44,2.4,8,16,2,46,7,2.1
350,3,14.0,3,1,46,2.5,8,16,2,52,5,1.6
507,0,15.6,3,1,55,2.5,4,16,2,46,5,1.8
618,3,14.0,0,1,13,1.44,2,23,2,40,5,1.4
601,3,15.6,3,1,55,2.5,16,16,3,8,5,2.4
459,3,15.6,3,1,41,2.3,8,16,2,46,5,2.3
313,3,14.0,3,1,41,2.3,4,26,2,46,5,1.5
314,3,15.6,3,1,44,2.4,8,21,2,46,5,1.8
311,3,14.0,3,1,41,2.3,8,16,2,46,7,1.4
555,1,17.3,3,1,59,2.7,16,18,3,32,5,3.8
419,1,17.3,3,1,58,2.6,16,5,3,32,5,4.6
60,2,11.6,0,1,21,1.6,4,7,2,40,1,1.2
453,3,14.0,9,1,57,2.6,16,16,2,46,7,1.1
329,3,15.6,3,1,62,2.7,8,10,3,11,5,1.9
205,0,15.6,3,1,46,2.7,8,16,2,52,5,2.3
351,3,15.6,0,1,46,2.5,4,16,2,52,5,2.0
249,4,13.3,13,1,62,2.7,16,12,2,52,5,1.2
354,3,15.6,0,1,37,2.3,4,26,2,46,5,2.3
303,3,15.6,0,1,46,2.5,4,26,2,52,4,2.0
17,3,15.6,0,0,9,2.2,8,10,0,84,5,2.4
209,0,13.3,3,1,62,2.7,12,16,2,52,5,1.6
553,1,15.6,3,1,58,2.6,16,18,3,18,5,2.9
351,3,15.6,3,1,62,2.7,8,16,2,52,5,2.0
104,1,17.3,3,1,58,2.6,16,10,3,29,4,4.0
195,3,15.6,3,1,46,2.5,4,10,2,39,5,2.2
201,3,15.6,3,1,62,2.7,16,22,0,97,5,2.3
546,1,15.6,3,1,58,2.6,16,18,3,18,5,1.8
249,4,13.3,3,1,62,2.7,8,16,2,52,5,1.3
96,1,17.3,3,1,59,2.7,64,12,3,31,5,3.6
197,0,13.3,3,1,55,2.5,8,16,2,46,5,1.6
189,1,15.6,14,1,58,2.6,16,18,3,30,5,3.2
55,4,12.0,7,1,26,1.1,8,15,2,45,3,0.9
222,3,15.6,0,1,37,2.3,4,26,2,46,5,2.1
354,3,15.6,0,1,41,2.3,4,26,2,46,5,2.3
312,4,12.5,3,1,41,2.3,8,16,2,46,7,1.3
349,3,13.3,3,1,62,2.7,8,16,2,52,5,1.5
455,4,12.5,3,1,55,2.5,8,16,2,46,5,1.3
394,3,17.3,2,1,41,2.3,8,0,0,88,5,3.0
428,3,15.6,3,1,43,2.3,4,10,3,25,5,2.3
556,1,17.3,3,1,66,2.8,16,18,3,19,5,3.8
486,3,15.6,0,1,41,2.3,4,26,2,46,5,2.1
361,3,15.6,3,1,41,2.3,4,26,2,46,7,2.3
515,4,12.5,9,1,29,1.2,8,29,2,45,5,1.0
419,1,17.3,3,1,59,2.7,32,30,3,32,5,4.6
518,0,10.1,4,1,17,1.44,4,35,2,40,5,0.7
366,4,13.3,14,1,62,2.7,16,29,2,52,5,1.3
244,3,15.6,3,1,46,2.5,8,16,2,52,5,2.2
313,3,14.0,3,1,41,2.3,4,26,2,46,7,1.5
372,5,15.6,3,1,55,2.5,8,16,0,0,7,1.9
446,3,14.0,3,1,41,2.3,8,9,2,46,7,1.7
307,3,13.3,13,1,83,1.5,4,23,2,45,1,1.3
17,3,15.6,0,0,9,2.2,4,26,0,84,5,2.4
194,3,15.6,0,1,85,1.6,4,26,2,39,2,2.2
304,3,15.6,0,1,36,2.0,4,10,2,46,4,1.9
116,1,17.3,3,1,66,2.8,8,18,3,18,5,2.7
198,4,13.3,3,1,53,1.6,4,16,0,74,5,1.4
318,2,12.5,0,1,41,2.3,4,4,2,46,7,2.4
21,3,15.6,3,1,46,2.5,8,18,3,25,5,2.4
201,3,15.6,3,1,46,2.5,8,10,0,97,5,2.4
549,1,17.3,3,1,58,2.6,8,16,3,29,5,2.6
303,3,15.6,0,1,86,1.6,4,10,2,41,5,2.0
80,1,17.3,3,1,58,2.6,16,5,3,32,5,4.3
232,4,12.5,0,1,37,2.3,4,26,2,46,7,1.5
232,4,12.5,0,1,37,2.3,4,4,2,46,7,1.5
29,3,15.6,0,1,18,1.5,4,8,2,39,1,2.2
373,5,17.3,3,1,58,2.6,8,10,0,2,7,3.0
429,1,15.6,3,1,66,2.8,16,29,3,15,5,2.4
232,4,12.5,0,1,41,2.3,8,16,2,46,7,1.5
522,1,17.3,3,1,58,2.6,8,5,3,28,5,2.9
507,0,15.6,3,1,41,2.3,4,16,2,46,5,2.1
288,3,15.6,3,0,7,2.5,4,10,0,82,5,2.1
111,1,15.6,3,1,58,2.6,16,5,3,28,5,2.6
310,3,13.3,13,1,28,1.1,8,16,2,45,5,1.2
243,3,15.6,0,1,41,2.3,4,26,0,87,7,2.2
480,3,15.6,0,1,36,2.0,4,4,2,46,5,2.1
364,4,13.3,3,1,55,2.5,8,29,2,46,5,1.2
518,0,10.1,4,1,17,1.44,4,35,2,40,0,0.7
249,4,13.3,3,1,63,2.4,8,16,2,56,5,1.2
419,1,17.3,3,1,59,2.7,16,17,3,32,5,4.6
574,4,12.5,14,1,55,2.5,8,16,2,46,5,1.2
582,4,13.3,3,1,62,2.7,16,29,2,52,5,1.0
119,1,17.3,3,1,58,2.6,8,5,3,28,5,3.5
617,3,13.3,3,1,13,1.44,4,23,2,40,5,1.4
364,3,13.3,3,1,41,2.3,8,16,2,46,5,1.2
311,3,14.0,3,1,41,2.3,8,16,2,46,7,1.4
234,3,15.6,0,1,41,2.3,4,26,2,46,2,2.1
135,3,15.6,0,1,38,2.4,4,10,2,52,5,2.0
455,0,14.0,3,1,55,2.5,8,16,2,46,5,1.8
518,0,10.1,4,1,17,1.44,4,35,2,40,5,0.7
312,4,12.5,0,1,44,2.4,8,16,2,46,7,1.3
429,1,15.6,3,1,47,2.5,8,5,3,18,4,2.4
330,1,17.3,3,1,43,2.3,8,5,3,18,5,3.4
281,3,15.6,0,1,62,2.7,8,22,2,52,5,2.0
442,0,14.0,3,1,57,2.6,8,29,3,67,7,1.8
84,3,14.0,0,1,22,1.1,4,23,2,42,5,1.5
304,4,15.6,3,1,62,2.7,8,16,2,52,5,1.8
15,3,15.6,3,1,46,2.5,4,10,3,11,5,2.2
409,3,15.6,3,1,55,2.5,16,1,0,94,5,2.5
373,5,17.3,3,1,58,2.6,8,16,3,66,7,3.0
201,3,15.6,0,1,46,2.5,8,10,0,97,5,2.5
555,1,17.3,3,1,60,2.7,16,18,3,32,5,3.8
314,4,15.6,3,1,55,2.5,8,16,2,46,7,1.9
453,0,14.0,9,1,57,2.6,16,29,2,46,5,2.8
536,1,15.6,3,1,66,2.8,8,5,3,14,5,2.4
364,0,13.3,3,1,44,2.4,8,16,2,46,5,1.5
371,5,15.6,3,1,58,2.6,8,16,3,61,7,2.6
364,0,13.3,9,1,57,2.6,8,16,2,46,5,1.5
374,5,15.6,3,1,58,2.6,8,16,3,61,7,2.0
312,4,12.5,3,1,55,2.5,8,16,2,46,7,1.3
248,3,15.6,3,1,62,2.7,8,16,3,11,5,2.2
314,3,15.6,3,1,41,2.3,8,16,2,46,7,1.9
453,0,14.0,9,1,55,2.5,8,16,2,46,5,1.3
481,3,15.6,0,1,36,2.0,4,10,2,46,4,1.9
258,3,15.6,0,0,74,1.8,4,26,0,80,5,1.9
384,3,15.6,3,1,41,2.3,8,10,0,88,4,2.3
212,1,15.6,3,1,66,2.8,8,10,3,17,5,2.6
250,3,15.6,14,1,43,2.3,8,16,3,12,5,2.0
284,3,15.6,3,0,8,2.5,4,16,0,73,5,1.9
540,1,17.3,3,1,66,2.8,16,18,3,15,5,2.7
447,4,14.0,3,1,57,2.6,12,29,2,46,7,1.4
383,3,15.6,3,1,41,2.3,8,1,0,88,5,2.5
364,0,13.3,9,1,57,2.6,8,29,2,46,5,1.5
446,4,14.0,3,1,57,2.6,8,16,2,46,7,1.7
543,1,14.0,3,1,58,2.6,16,18,3,30,5,1.7
345,1,15.6,3,1,66,2.8,8,10,3,14,5,2.6
397,3,15.6,0,1,36,2.0,8,10,2,46,5,2.2
302,3,15.6,0,1,41,2.3,4,26,2,46,4,2.1
212,1,15.6,14,1,66,2.8,8,5,3,15,5,2.6
452,3,15.6,3,1,46,2.5,8,16,2,52,5,2.0
382,3,15.6,3,1,36,2.0,4,10,3,7,5,2.2
368,3,14.0,0,1,21,1.6,2,23,2,40,5,1.4
565,1,15.6,3,1,62,2.7,8,10,3,14,5,2.2
303,3,15.6,3,1,55,2.5,8,16,2,46,5,2.0
351,3,15.6,3,1,70,1.8,16,29,2,105,5,2.1
158,3,15.6,0,1,20,1.6,4,26,2,39,5,2.2
485,3,15.6,0,1,41,2.3,4,26,2,46,4,2.1
410,3,15.6,3,1,62,2.7,8,10,3,11,4,2.2
126,3,14.0,3,1,38,2.4,4,16,2,52,5,2.0
385,3,15.6,3,1,55,2.5,4,1,2,46,7,2.3
418,1,15.6,3,1,58,2.6,16,29,3,26,5,3.3
545,1,15.6,3,1,58,2.6,16,5,3,30,5,1.9
351,3,15.6,0,1,37,2.3,4,26,2,46,5,2.1
453,0,14.0,9,1,41,2.3,8,16,2,46,5,1.4
396,4,15.6,3,1,62,2.7,6,16,3,6,5,1.5
248,3,15.6,3,1,62,2.7,8,16,3,13,2,2.0
2,3,15.6,0,1,22,2.0,4,26,2,42,5,2.1
343,3,15.6,3,1,58,2.6,6,10,3,28,5,2.2
112,1,15.6,3,1,58,2.6,8,18,3,28,5,2.6
205,0,15.6,3,1,62,2.7,16,29,2,52,5,2.1
15,3,15.6,3,1,46,2.5,4,16,3,11,5,2.2
249,4,13.3,13,1,44,2.4,8,16,2,46,2,1.2
41,1,17.3,3,1,66,2.8,16,18,3,19,5,4.2
429,1,15.6,3,1,47,2.5,8,10,3,14,5,2.4
576,0,12.3,8,2,72,2.0,4,23,1,59,1,1.2
304,3,15.6,0,1,46,2.5,4,26,2,52,5,1.9
55,4,12.0,7,1,26,1.1,8,15,2,48,3,0.9
209,0,13.3,3,1,46,2.5,8,16,2,52,5,1.6
346,3,15.6,3,1,66,2.8,12,5,3,14,5,2.2
482,3,15.6,0,1,36,2.0,4,10,0,91,4,1.9
108,1,17.3,3,1,58,2.6,16,31,3,32,5,4.3
2,3,15.6,0,1,22,2.0,4,10,2,42,2,2.1
550,1,17.3,3,1,66,2.8,16,18,3,18,5,2.4
201,3,15.6,0,1,36,2.0,4,4,0,96,5,2.3
397,3,15.6,0,1,55,2.5,8,26,3,7,4,2.2
206,0,15.6,3,1,70,1.8,16,29,2,105,5,2.0
249,4,13.3,13,1,62,2.7,16,29,2,52,5,1.2
66,1,15.6,3,1,58,2.6,8,10,3,18,5,2.2
201,3,15.6,3,1,46,2.5,8,16,0,97,5,2.4
279,3,15.6,0,1,46,2.5,8,16,2,52,5,1.9
400,3,15.6,0,0,75,2.2,4,26,0,80,5,2.2
16,3,17.3,2,1,36,2.0,8,10,3,11,5,3.3
124,1,15.6,3,1,66,2.8,16,18,3,19,5,2.2
55,4,12.0,7,1,26,1.2,8,28,2,45,3,0.9
65,3,15.6,3,1,66,2.8,16,5,3,18,5,2.2
552,1,17.3,3,1,58,2.6,16,18,3,18,5,2.4
215,0,15.6,3,1,46,2.5,8,16,2,52,5,2.2
101,1,17.3,3,1,66,2.8,16,18,3,18,5,2.9
25,2,11.6,0,1,18,1.5,2,25,2,39,1,1.3
34,3,17.3,2,1,36,2.0,4,10,3,11,5,3.3
405,3,17.3,2,1,46,2.5,8,10,2,52,4,2.8
418,1,15.6,3,1,58,2.6,8,5,3,27,5,2.6
43,0,14.0,3,1,69,1.3,8,16,2,51,5,1.2
470,3,15.6,3,1,57,2.6,8,16,2,46,5,2.3
539,1,15.6,3,1,58,2.6,8,5,3,18,5,2.2
287,3,15.6,3,0,4,2.7,6,10,0,74,5,2.1
235,4,12.5,3,1,44,2.4,8,16,2,46,7,1.3
205,0,15.0,3,1,38,2.4,4,26,2,52,5,2.1
144,3,15.6,0,1,86,1.6,4,10,2,41,5,2.6
249,4,13.3,13,1,62,2.7,8,16,2,52,5,1.3
244,3,15.6,0,1,46,2.5,4,10,2,46,2,2.2
418,1,15.6,3,1,58,2.6,16,5,3,28,5,2.6
531,1,15.6,3,1,66,2.8,8,5,3,14,5,2.2
455,2,12.5,3,1,55,2.5,16,29,2,46,5,1.3
573,1,14.0,3,1,66,2.8,16,12,3,18,5,2.0
195,3,15.6,0,1,38,2.4,8,10,2,52,5,2.3
525,1,17.3,3,1,66,2.8,16,18,3,18,5,2.7
56,4,11.6,0,1,40,1.6,4,15,2,50,3,1.1
277,3,15.6,3,1,36,2.0,4,10,2,46,5,2.1
313,4,14.0,9,1,55,2.5,8,16,2,46,7,1.5
243,3,15.6,0,1,41,2.3,4,26,2,46,7,2.2
528,1,15.6,3,1,58,2.6,8,5,3,28,5,2.3
434,3,13.3,3,1,62,2.7,16,29,2,52,5,1.4
399,3,15.6,3,0,4,3.6,6,16,0,74,5,2.2
172,4,13.3,3,1,55,2.5,8,16,2,46,5,1.4
20,3,15.6,0,1,36,2.0,4,26,2,46,2,2.4
217,0,17.3,3,1,62,2.7,16,29,3,11,5,2.8
313,3,14.0,3,1,41,2.3,4,16,2,46,7,1.5
114,1,15.6,3,1,66,2.8,16,18,3,15,5,2.5
225,3,14.0,0,1,46,2.5,4,26,2,52,5,1.6
110,1,15.6,3,1,58,2.6,16,18,3,19,5,2.3
503,3,15.6,3,1,46,2.5,8,16,2,52,4,2.3
249,0,13.3,13,1,51,1.2,8,16,2,51,5,1.2
194,3,15.6,0,1,86,1.6,4,26,2,39,2,2.2
305,3,15.6,0,0,7,2.5,4,26,0,83,5,1.9
397,3,15.6,3,1,37,2.3,6,4,3,7,5,2.4
439,3,14.0,3,1,41,2.3,8,16,2,46,5,1.9
194,3,15.6,0,1,85,1.6,4,26,2,39,5,2.2
149,3,15.6,0,1,22,1.1,4,10,2,42,5,2.0
107,1,17.3,3,1,58,2.6,16,5,3,30,5,4.0
244,3,15.6,0,1,36,2.0,4,26,2,46,5,2.3
386,3,15.6,3,1,55,2.5,8,1,0,88,7,2.3
519,1,15.6,3,1,58,2.6,8,5,3,28,5,2.4
505,0,14.0,3,1,41,2.3,4,4,2,46,5,1.8
170,4,13.3,3,1,27,0.9,8,29,2,45,5,1.2
195,3,15.6,0,1,38,2.4,6,10,2,52,5,2.3
18,3,15.6,0,1,21,1.6,4,26,2,40,2,2.4
194,3,15.6,0,1,20,1.6,2,26,2,39,5,2.2
418,3,15.6,3,1,58,2.6,8,10,3,28,5,2.6
342,3,15.6,3,0,10,2.9,6,1,0,96,5,2.0
195,3,15.6,0,1,62,2.7,8,10,0,91,2,2.3
367,2,11.6,0,1,21,1.6,2,23,2,40,5,1.2
162,3,15.6,0,1,55,2.5,4,26,3,6,5,2.2
506,0,14.0,3,1,55,2.5,4,4,2,46,5,1.8
514,0,13.3,13,1,55,2.5,16,29,2,46,5,1.3
389,3,14.0,0,1,20,1.6,2,35,2,39,5,1.5
256,3,15.6,0,1,55,2.5,6,10,0,88,5,2.2
159,3,15.6,0,1,20,1.6,4,26,2,39,5,2.2
